Título,Descripción,Duración,Enlace
She Was Pretty,"Hye-jin, antaño privilegiada, trabaja a tiempo parcial y vive con una amiga. Cuando su amor de la infancia, Sung-joon, quiere verla, envía a su amiga en su lugar. Al conseguir un trabajo mejor, descubre que Sung-joon es su jefe y la trata mal.",1 Temporada disponible,https://pluto.tv/on-demand/series/65a96b585884b4001349b5cc/episode/65a96b595884b4001349b5eb
Money Flower,"Mientras Kang Pil Joo conspira para hacerse con el control de Cheong A Group, ilustra vívidamente la dinámica del poder, subrayando que es el dinero el que manda sobre la gente, y no al revés.",Thrillers,https://pluto.tv/
The Greatest Love,"Una comedia romántica sobre una antigua cantante estrella llamada Koo Ae-jeong que se ve enredada en una relación con Dokgo Jin, la mayor celebridad del país.",1 Temporada disponible,https://pluto.tv/on-demand/series/65a6d7e108d0ab00136dbd96/episode/65a81b479fa83000133a5d1b
Pasta,"Yoo-gyeong sueña con ser chef en Mamma Mia, pero es ayudante de cocina. Cuando los chefs Hyun-wook y Sae-young se unen, ella se convierte en la última mujer en pie. Yoo-gyeong, que al principio se siente inferior, empieza a sentir algo por Hyun-wook.",1 Temporada disponible,https://pluto.tv/on-demand/series/65a6d7d708d0ab00136dbaf9/episode/65a822595dd86b0013daf324
W - Two Worlds Apart,"El cruce entre el mundo virtual de ""W"" y el mundo real crea todo tipo de situaciones inesperadas que desembocan en conflictos y peligros.",1 Temporada disponible,https://pluto.tv/on-demand/series/65a6d7d008d0ab00136db883/episode/65a820e7b8685b0013a505e0
When a Man Falls in Loves,"El amor es un viaje polifacético, que ofrece calidez y superación, pero también conlleva celos e inseguridades. Incontrolable e imprevisible, moldea nuestro crecimiento y madurez.",1 Temporada disponible,https://pluto.tv/on-demand/series/65a6d398478df60013232c01/episode/65a6d3a7478df60013233189
Warm and Cozy,"Esta miniserie de televisión trata de dos personas que se recuperan de sus problemas de la vida para volver a vivir con calidez. Gun-woo sigue los pasos del Gran Gatsby, que estaba perdidamente enamorado de Daisy y lo sacrificó todo.",1 Temporada disponible,https://pluto.tv/on-demand/series/659ed6ff954dcc0014ccfa0e/episode/659edb370687dc001397a791
"My Secret, Terrius","Koh Ae-rin, ama de casa, se ve envuelta en el mundo de la inteligencia tras la muerte de su marido. Ae-rin se une a la investigación de Kim Bon sobre una gran conspiración, una unidad especial del Servicio Nacional de Inteligencia (NIS).",1 Temporada disponible,https://pluto.tv/on-demand/series/659ed148072664001361ac50/episode/659edb2a0687dc001397a53e
Flames of Desire,Los miembros de una familia rica solo se preocupan por las apariencias y apenas se interesan en los problemas que afronta el ciudadano promedio. Este drama quita esas capas para mostrar que también son humanos con defectos.,1 Temporada disponible,https://pluto.tv/on-demand/series/6596c520478df60013c8fc87/episode/6596cc3b072664001329fd78
Angry Mom,"La serie gira en torno a una madre soltera que intenta proteger a su hija y, de paso, hacer del mundo un lugar mejor en el que casi siempre prevalezcan la justicia y la razón.",1 Temporada disponible,https://pluto.tv/on-demand/series/659570df478df60013bc6927/episode/659573ba08d0ab0013c64244
Locky Romance,"Esta miniserie romántica, basada en un webtoon, explora la improbable historia de amor entre Bo-nee, una mujer supersticiosa que busca a un hombre del año del tigre, y un hombre dedicado a la ciencia y las matemáticas que nunca se interesó por el romance.",1 Temporada disponible,https://pluto.tv/on-demand/series/659570d7478df60013bc672a/episode/659570e4478df60013bc6a38
Marriage Contract,"Kang Hye-soo, madre soltera, tiene una hija de nueve años que criar, pero le diagnostican un tumor cerebral. Entonces, le ofrecen ser la esposa legal de su jefe Han Ji-hoon por tan solo tres meses.",1 Temporada disponible,https://pluto.tv/on-demand/series/659570d3478df60013bc662e/episode/65957ab508d0ab0013c66084
"Kill Me, Heal Me","Aquí hay un hombre que vive en un mundo distópico. De pequeño sufrió traumas. Como le costaba superar esos traumas, creó otra personalidad para sobrellevar su dolor.",1 Temporada disponible,https://pluto.tv/on-demand/series/659454c5b2cbaf00135ad158/episode/65956165a95cb10014627c1c
Happy Once Again,"La historia se desarrolla para un grupo de chicas de cuento de hadas de la primera generación, ahora bien entradas en sus treintas, y el nuevo capítulo comienza cuando se enredan en vientos inesperados del amor.",1 Temporada disponible,https://pluto.tv/on-demand/series/659454c0b2cbaf00135ad04e/episode/65956595ef340f0013cf81b4
Los Productores,"Una variedad de historias que ocurren en una emisora de televisión, donde los tontos de mucha carrera que están armados con horas extras del turno de la noche y las fuerzas físicas hercúleas están luchando para vivir día a día.",1 Temporada disponible,https://pluto.tv/on-demand/series/64d394f1b97a1e0013d2ea3c/episode/64d39ebc85e5ff0013290440
A Todos los Chicos Que Me Amaban,"No sólo en la pasada, sino también en el presente, es claro que todos los hombres sean iguales. Entonces, Hyeon-ju declaró la soltería. Pero un extraño se acerca a ella de repente. Además. el amigo a quien trata como su hermano, confiesa su amor por ella.",1 Temporada disponible,https://pluto.tv/on-demand/series/64d66b86a5aa6e0013a12dba/episode/64d66f5b2daa2c001389b418
Amor Bajo la Luz de la Luna,"Lee Young, el príncipe heredero, se enamora de su eunuco político, pero sabe que no puede revelar su sentimiento. Mientras tanto, Raon, el objeto, tiene miedo de que se revele la verdad oculta. ¿Qué son? ¿Amigos o amantes? ¿No deberían haberse conocido?",1 Temporada disponible,https://pluto.tv/on-demand/series/64d2408b334a8a001398cec1/episode/64d2408d334a8a001398cedf
Luchando para abrirme paso,"A pesar de un mundo cada vez más hostil, Ko Dongman y Choi Aera deciden no rendirse. No importa lo que otros hablen de ellos, juntos hacen su propio camino para vivir una vida feliz.",1 Temporada disponible,https://pluto.tv/on-demand/series/61aa6254c323f20013e53ed1/episode/61aa625cc323f20013e53ffa
Hwarang: La Juventud Del Guerrero Poeta,"Un drama juvenil sobre la pasión y el amor de los Hwarangs que conquistaron Seorabeol, que es la capital de Silla hace 1.500 años.",1 Temporada disponible,https://pluto.tv/on-demand/series/61aa62a2a6334f001307c0e7/episode/61aa62aba6334f001307c2d5
El Hombre de la Princesa,"Seung-yoo es un hombre guapo y sabio que lleva una cualidad noble. La princesa Se-ryeong es una dama animada con personalidad audaz. Se enamoran, pero descubren que sus padres son enemigos jurados.",1 Temporada disponible,https://pluto.tv/on-demand/series/626aa218b55dbf0013515a20/episode/626aa25eb55dbf0013515a28
Los Misterios de Praga,"Praga, década de 1920. El inspector Budik investiga una serie de asesinatos más atroces.",Thriller,https://pluto.tv/
Las Muertes de Medusa,"A raíz de una serie de asesinatos violentos, un equipo de investigación élite de homicidios descubre una poderosa organización criminal.",Thriller,https://pluto.tv/
SAF3 Fuerza de Rescate,"Un equipo de rescate formado por expertos en salvamento en situaciones con aire, mar y fuego tratarán de resolver las llamadas más desafiantes de los ciudadanos, donde en muchas ocasiones sus vidas llegarán a pender de un hilo.",1 Temporada disponible,https://pluto.tv/on-demand/series/6088287cb3f837001a1aa1e2/episode/6088288cb3f837001a1aa41d
Venganza Sin Límites,"Cuando Sandy, apodada ""The Naked Eye"" termina muerta, su amigo y único aliado en el mundo, Jake, va en una búsqueda para descubrir quién la mató.",1hr 23 min,https://pluto.tv/on-demand/movies/666c5af5626cfe00136f121f
Into the Badlands,Into the Badlands es un drama de artes marciales posapocalíptico en un mundo sin armas y la lucha es un arte.,3 Temporadas Disponibles,https://pluto.tv/on-demand/series/65f47080ea323e0013229672/episode/65f47081ea323e0013229691
Justicia verdadera,"Elijah Kane es un policía de Seattle que actúa como agente encubierto para buscar y perseguir a los delincuentes más peligrosos. Elijah Kane cuenta con el apoyo de su equipo, una élite de agentes que se encargarán de la lucha contra la delincuencia.",2 Temporadas Disponibles,https://pluto.tv/on-demand/series/6081cf32732128001a1d0721/episode/6081cf35732128001a1d0787
CSI: Miami,David Caruso interpreta a un policía de homicidios de la científica en este drama repleto de acción sobre crimen y castigo en el paraíso tropical de Florida.,4 Temporadas Disponibles,https://pluto.tv/on-demand/series/63bc1f45a6bb3b001475e802/episode/63bc1f52a6bb3b001475ebc5
Alarm for Cobra 11,"Dos inspectores de policía y su equipo de una comisaría de Bonn-Koeln, en Alemania, luchan contra una amplia gama de delincuentes que encuentran en las principales carreteras del país.",9 Temporadas Disponibles,https://pluto.tv/on-demand/series/654a7418619680001aa33093/episode/654a78e73e6938001ade82cd
MacGyver,MacGyver (Richard Dean Anderson) es un héroe contemporáneo y un modelo a seguir que aplica su conocimiento científico a elementos ordinarios para crear para sí mismo y para otros un medio de escape de la muerte inminente.,7 Temporadas Disponibles,https://pluto.tv/on-demand/series/643fea281a5081001ad8a1d8/episode/643ff1181a5081001ad8b341
Estación Berlin,"Un drama de espías sobre la CIA en el Berlín actual. Daniel Miller es un agente novato en una misión clandestina para descubrir el origen de una filtración que proporcionó información a un soplón, ya famoso, llamado ""Thomas Shaw"".",Thriller,https://pluto.tv/
Utopia,"Después de que un grupo de personas, que se encuentran en línea, descubren una extraña novela gráfica que parece tener respuestas misteriosas, se encuentran siendo rastreados por una organización despiadada conocida simplemente como 'The Network'.",2 Temporadas Disponibles,https://pluto.tv/on-demand/series/5e0fc8a3d78344b4ec61a608/episode/5e0fc8c7d78344b4ec61a9e7
Black Kamen Rider,"Nacido durante un eclipse solar, Issamu Minami y su hermano adoptivo Nobuhiko Akizuki son secuestrados por la malvada secta Gorgom para ser transformados en Emperadores Seculares Gorgom.",1 Temporada disponible,https://pluto.tv/on-demand/series/603e8b0cffe774001ad496e4/episode/603e8b15ffe774001ad497fd
El Fantástico Jaspion,"Jaspion es un huérfano creado en el universo por el profeta Edin. Cuando la profecía galáctica anuncia que el demonio Satan Goss tiene la intención de conquistar todos los planetas, recluta al niño para enfrentar la amenaza y proteger la paz.",1 Temporada disponible,https://pluto.tv/on-demand/series/603fa6c64a69b8001a38fec5/episode/603fa6d24a69b8001a3900c9
Kamen Rider ZI-O,"Esta es la historia de un Kamen Rider que aspira a convertirse en rey. Quién luchará para salvar el pasado, el presente y el futuro, conociendo a varios Jinetes de la era Heisei a través del espacio-tiempo.",1 Temporada disponible,https://pluto.tv/on-demand/series/603e8ba7ffe774001ad4a876/episode/603e8bb3ffe774001ad4a941
Z Nation,"En medio de un apocalipsis zombi, un equipo de héroes cotidianos debe transportar al único superviviente conocido del virus por todo el país hasta el último laboratorio viral en funcionamiento.",5 Temporadas Disponibles,https://pluto.tv/on-demand/series/66a269ea8dfe2a00133cff60/episode/66a278856134930013807290
The Lost Room,"Un detective (Peter Krause) investiga la misteriosa habitación de un motel, que actúa como un portal a un universo alternativo.",1 Temporada disponible,https://pluto.tv/on-demand/series/650b116e6930bb00136f67a5/episode/650b11706930bb00136f67c3
Andrómeda,El Capitán Dylan Hunt y toda la tripulación del Andromeda Ascendant se embarcan en una misión para poder reconstruir la Mancomunidad de Sistemas 300 años después de su caída. Creado por la leyenda de la ciencia ficción Gene Roddenberry.,3 Temporadas Disponibles,https://pluto.tv/on-demand/series/6113ff42975c210013c15376/episode/6113ff89975c210013c15b73
Relic Hunter,"Tia Carrere (""El Mundo de Wayne"") interpreta a Sídney Fox, una profesora universitaria y cinturón negro que recorre el mundo en busca de artefactos y antigüedades perdidos y robados, que se rumorea que existen.",2 Temporadas Disponibles,https://pluto.tv/on-demand/series/608ab1ec565bff0013119818/episode/6090058ae63e66001313582e
Juda,"Juda es un jugador que se gana la vida en el inframundo criminal. Tomando dinero prestado de la mafia francesa para un lugar en un juego de póquer de alto riesgo, gana a lo grande pero la suerte se le acaba cuando se topa con una vampiresa.",Thriller,https://pluto.tv/
Continuum,Kiera Cameron es una policía del futuro atrapada en el actual Vancouver. Kiera debe sobrevivir en nuestro período de tiempo y evitar que los terroristas alteren la historia lo suficiente como para cambiar el curso del futuro.,1 Temporada disponible,https://pluto.tv/on-demand/series/5f43dc979dd795001ab4ad3f/episode/5f43dc9a9dd795001ab4ad95
Mutant X,"Un genetista fugitivo y cuatro de sus ""creaciones"" buscan a otros de su especie mientras intentan ir un paso por delante de un agente del gobierno moralmente ambiguo.",2 Temporadas Disponibles,https://pluto.tv/on-demand/series/61165dd6cfc2d60014018736/episode/61165dddcfc2d60014018933
El Señor de las Bestias,"Dar, el beastmaster y sus amigos luchan por mantener un equilibrio entre las necesidades, a menudo conflictivas, de humanos y animales.Estas aventuras se desarrollan en un mundo antiguo de gran belleza.",2 Temporadas Disponibles,https://pluto.tv/on-demand/series/5f3be4ed0b2a6c001ab9235f/episode/5f3be50f0b2a6c001ab92a3f
Shadows of Death,Un agente de policía acusado de asesinato debe demostrar su inocencia y encontrar al verdadero asesino.,Thriller,https://pluto.tv/
